timestamp,bid,ask,trade_price,volume,side
2025-10-24 13:00:00+00:00,131.1293,131.2839,131.2487,0,sell
2025-10-24 13:00:00.800000+00:00,131.1127,131.2803,131.3542,0,buy
2025-10-24 13:00:01.600000+00:00,131.1261,131.2619,131.1199,0,sell
2025-10-24 13:00:02.400000+00:00,131.1144,131.2479,131.2387,0,sell
2025-10-24 13:00:03.200000+00:00,131.0859,131.2474,131.1314,0,buy
2025-10-24 13:00:04+00:00,131.0689,131.25,131.1481,0,sell
2025-10-24 13:00:04.800000+00:00,131.0677,131.2339,131.1361,0,sell
2025-10-24 13:00:05.600000+00:00,131.052,131.2307,131.0546,0,sell
2025-10-24 13:00:06.400000+00:00,131.0366,131.2269,130.9508,0,sell
2025-10-24 13:00:07.200000+00:00,131.0578,131.1821,131.1381,0,sell
2025-10-24 13:00:08+00:00,131.0098,131.2112,131.0968,0,sell
2025-10-24 13:00:08.800000+00:00,131.0254,131.1735,131.0743,0,sell
2025-10-24 13:00:09.600000+00:00,130.9581,131.228,130.8802,0,sell
2025-10-24 13:00:10.400000+00:00,130.9856,131.1771,131.236,0,buy
2025-10-24 13:00:11.200000+00:00,130.9965,131.1444,130.9806,0,sell
2025-10-24 13:00:12+00:00,130.9412,131.1748,131.2959,0,buy
2025-10-24 13:00:12.800000+00:00,130.9594,131.1399,130.9662,0,sell
2025-10-24 13:00:13.600000+00:00,130.9511,131.1249,131.1764,0,buy
2025-10-24 13:00:14.400000+00:00,130.942,131.1194,131.0318,0,sell
2025-10-24 13:00:15.200000+00:00,130.953,131.088,131.1005,0,buy
2025-10-24 13:00:16+00:00,130.9279,131.0946,130.9843,0,sell
2025-10-24 13:00:16.800000+00:00,130.8994,131.1062,130.8808,0,sell
2025-10-24 13:00:17.600000+00:00,130.9115,131.0669,131.0363,0,sell
2025-10-24 13:00:18.400000+00:00,130.8738,131.0877,130.8509,0,sell
2025-10-24 13:00:19.200000+00:00,130.8847,131.0542,130.7712,0,sell
2025-10-24 13:00:20+00:00,130.8654,131.0597,130.8891,0,sell
2025-10-24 13:00:20.800000+00:00,130.8716,131.0288,130.7922,0,sell
2025-10-24 13:00:21.600000+00:00,130.8303,131.0558,131.0667,0,buy
2025-10-24 13:00:22.400000+00:00,130.8463,131.0155,130.7161,0,sell
2025-10-24 13:00:23.200000+00:00,130.8113,131.0318,131.028,0,buy
2025-10-24 13:00:24+00:00,130.8096,131.0221,130.7591,0,sell
2025-10-24 13:00:24.800000+00:00,130.8028,130.9986,130.7584,0,sell
2025-10-24 13:00:25.600000+00:00,130.7924,130.9962,130.7366,0,sell
2025-10-24 13:00:26.400000+00:00,130.7868,130.9689,130.991,0,buy
2025-10-24 13:00:27.200000+00:00,130.7805,130.9571,130.6815,0,sell
2025-10-24 13:00:28+00:00,130.7567,130.9709,130.7228,0,sell
2025-10-24 13:00:28.800000+00:00,130.7471,130.9611,131.0611,0,buy
2025-10-24 13:00:29.600000+00:00,130.7562,130.9248,130.6722,0,sell
2025-10-24 13:00:30.400000+00:00,130.7279,130.9309,130.6363,0,sell
2025-10-24 13:00:31.200000+00:00,130.7274,130.9101,130.9135,0,buy
2025-10-24 13:00:32+00:00,130.7199,130.9041,131.0064,0,buy
