timestamp,bid,ask,trade_price,volume,side
2025-10-03 13:03:00+00:00,31.1405,31.1798,31.2087,0,buy
2025-10-03 13:03:00.500000+00:00,31.1377,31.1833,31.1499,0,sell
2025-10-03 13:03:01+00:00,31.1435,31.1791,31.1635,0,buy
2025-10-03 13:03:01.500000+00:00,31.1403,31.184,31.1973,0,buy
2025-10-03 13:03:02+00:00,31.1446,31.1795,31.1594,0,sell
2025-10-03 13:03:02.500000+00:00,31.1349,31.1903,31.1419,0,sell
2025-10-03 13:03:03+00:00,31.1475,31.18,31.1961,0,buy
2025-10-03 13:03:03.500000+00:00,31.1429,31.1851,31.1612,0,buy
2025-10-03 13:03:04+00:00,31.1387,31.1896,31.1645,0,buy
2025-10-03 13:03:04.500000+00:00,31.138,31.192,31.1904,0,buy
2025-10-03 13:03:05+00:00,31.143,31.1874,31.1946,0,buy
2025-10-03 13:03:05.500000+00:00,31.1482,31.1833,31.1199,0,sell
2025-10-03 13:03:06+00:00,31.1364,31.1967,31.2189,0,buy
2025-10-03 13:03:06.500000+00:00,31.1497,31.183,31.1287,0,sell
2025-10-03 13:03:07+00:00,31.1426,31.1912,31.1966,0,buy
2025-10-03 13:03:07.500000+00:00,31.1473,31.1884,31.152,0,sell
2025-10-03 13:03:08+00:00,31.1375,31.199,31.2019,0,buy
2025-10-03 13:03:08.500000+00:00,31.1517,31.1868,31.1446,0,sell
2025-10-03 13:03:09+00:00,31.1447,31.1941,31.1828,0,buy
2025-10-03 13:03:09.500000+00:00,31.1493,31.1902,31.1196,0,sell
2025-10-03 13:03:10+00:00,31.1506,31.1919,31.2042,0,buy
2025-10-03 13:03:10.500000+00:00,31.1439,31.1986,31.1674,0,sell
2025-10-03 13:03:11+00:00,31.1447,31.199,31.1789,0,buy
2025-10-03 13:03:11.500000+00:00,31.1455,31.1982,31.1647,0,sell
2025-10-03 13:03:12+00:00,31.1494,31.196,31.2132,0,buy
2025-10-03 13:03:12.500000+00:00,31.1496,31.1974,31.2243,0,buy
2025-10-03 13:03:13+00:00,31.1512,31.1959,31.1671,0,sell
2025-10-03 13:03:13.500000+00:00,31.1461,31.2032,31.2283,0,buy
2025-10-03 13:03:14+00:00,31.1454,31.2043,31.229,0,buy
2025-10-03 13:03:14.500000+00:00,31.152,31.199,31.1685,0,buy
2025-10-03 13:03:15+00:00,31.151,31.2008,31.1556,0,sell
2025-10-03 13:03:15.500000+00:00,31.1545,31.2001,31.1513,0,sell
2025-10-03 13:03:16+00:00,31.1585,31.1959,31.1743,0,sell
2025-10-03 13:03:16.500000+00:00,31.1597,31.1951,31.1777,0,sell
2025-10-03 13:03:17+00:00,31.1552,31.2019,31.205,0,buy
2025-10-03 13:03:17.500000+00:00,31.1592,31.1976,31.2218,0,buy
2025-10-03 13:03:18+00:00,31.1599,31.199,31.2153,0,buy
