timestamp,bid,ask,trade_price,volume,side
2025-10-24 13:03:00+00:00,17.6147,17.6453,17.6363,0,buy
2025-10-24 13:03:01.818182+00:00,17.6207,17.6434,17.6568,0,buy
2025-10-24 13:03:03.636364+00:00,17.6246,17.6437,17.6512,0,buy
2025-10-24 13:03:05.454546+00:00,17.6206,17.6512,17.6219,0,sell
2025-10-24 13:03:07.272728+00:00,17.6222,17.6538,17.6463,0,buy
2025-10-24 13:03:09.090910+00:00,17.6276,17.6518,17.6523,0,buy
2025-10-24 13:03:10.909092+00:00,17.6313,17.6527,17.6265,0,sell
2025-10-24 13:03:12.727274+00:00,17.6331,17.6544,17.6498,0,buy
2025-10-24 13:03:14.545456+00:00,17.6315,17.6603,17.6656,0,buy
2025-10-24 13:03:16.363638+00:00,17.6301,17.6658,17.6293,0,sell
2025-10-24 13:03:18.181820+00:00,17.6371,17.6632,17.6685,0,buy
2025-10-24 13:03:20.000002+00:00,17.6413,17.6627,17.6403,0,sell
2025-10-24 13:03:21.818184+00:00,17.643,17.6653,17.6477,0,sell
2025-10-24 13:03:23.636366+00:00,17.6425,17.6698,17.6716,0,buy
2025-10-24 13:03:25.454548+00:00,17.6438,17.672,17.6544,0,sell
2025-10-24 13:03:27.272730+00:00,17.6503,17.6703,17.6688,0,buy
2025-10-24 13:03:29.090912+00:00,17.6497,17.6741,17.687,0,buy
2025-10-24 13:03:30.909094+00:00,17.6481,17.6797,17.6644,0,buy
2025-10-24 13:03:32.727276+00:00,17.6557,17.676,17.6641,0,sell
2025-10-24 13:03:34.545458+00:00,17.6494,17.6857,17.6785,0,buy
2025-10-24 13:03:36.363640+00:00,17.6574,17.6826,17.676,0,buy
2025-10-24 13:03:38.181822+00:00,17.6552,17.6848,17.6613,0,sell
2025-10-24 13:03:40.000004+00:00,17.6579,17.6821,17.674,0,buy
2025-10-24 13:03:41.818186+00:00,17.6563,17.6837,17.6699,0,buy
2025-10-24 13:03:43.636368+00:00,17.6614,17.6786,17.6693,0,sell
2025-10-24 13:03:45.454550+00:00,17.6577,17.6823,17.6711,0,buy
2025-10-24 13:03:47.272732+00:00,17.654,17.686,17.6795,0,buy
2025-10-24 13:03:49.090914+00:00,17.6594,17.6806,17.6896,0,buy
2025-10-24 13:03:50.909096+00:00,17.6557,17.6843,17.691,0,buy
2025-10-24 13:03:52.727278+00:00,17.6564,17.6836,17.6994,0,buy
2025-10-24 13:03:54.545460+00:00,17.6602,17.6798,17.6531,0,sell
2025-10-24 13:03:56.363642+00:00,17.6582,17.6818,17.6817,0,buy
2025-10-24 13:03:58.181824+00:00,17.66,17.68,17.6713,0,sell
2025-10-24 13:04:00+00:00,17.6686,17.6919,17.7024,113,buy
2025-10-24 13:04:02.222222+00:00,17.6667,17.6964,17.6492,127,sell
2025-10-24 13:04:04.444444+00:00,17.6684,17.6985,17.7078,179,buy
2025-10-24 13:04:06.666666+00:00,17.6699,17.7014,17.653,196,sell
2025-10-24 13:04:08.888888+00:00,17.6776,17.6972,17.6809,172,buy
2025-10-24 13:04:11.111110+00:00,17.6749,17.704,17.6605,104,sell
2025-10-24 13:04:13.333332+00:00,17.6767,17.7048,17.6946,100,buy
2025-10-24 13:04:15.555554+00:00,17.6759,17.7094,17.6729,201,sell
2025-10-24 13:04:17.777776+00:00,17.6797,17.7093,17.6842,2,sell
2025-10-24 13:04:19.999998+00:00,17.6829,17.7101,17.69,132,sell
2025-10-24 13:04:22.222220+00:00,17.6809,17.7167,17.689,35,sell
2025-10-24 13:04:24.444442+00:00,17.6873,17.7134,17.686,159,sell
2025-10-24 13:04:26.666664+00:00,17.6918,17.7119,17.7223,164,buy
2025-10-24 13:04:28.888886+00:00,17.689,17.7184,17.7309,214,buy
